Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Pawan Basanti,1980,128,Drama,5.8,1938,Unknown,unknown,unknown,unknown
Pawan Putra Hanuman,1957,128,Fantasy,5.8,1938,Babubhai Mistry,Indira Bansal,Anita Guha,Sudesh Kumar
Payaase Panchhi,1961,139,Comedy,7,9,Harsukh Jagneshwar Bhatt,Mehmood,Ameeta,Jeevan
Payal,1948,128,Unknown,5.8,1938,A. Shakoor,Paro,Nihal Tuma,Altaf
Payal,1957,128,"Drama, Family",6.1,7,Joseph Thaliyath Jr.,Sunil Dutt,Padmini,Ragini
Payal Ki Jhankaar,1980,114,Romance,5.6,18,Satyen Bose,Alankar Joshi,Roobini,Surinder Kaur
Payal Ki Jhankar,1968,132,"Action, Adventure, Comedy",4.4,12,M.V. Raman,Kishore Kumar,Jyothi Lakshmi,Rajshri
Payal Ki Jhankar,1954,128,Romance,5.8,1938,Unknown,unknown,unknown,unknown
Payame Haq,1939,128,"Adventure, Drama",4.6,7,Dhirubhai Desai,Anil Kumar,Ashiq Hussain,Ashraf Khan
Payback,2010,115,"Action, Crime, Drama",5.5,65,Sachin P. Karande,Gulshan Grover,Munish Khan,Zakir Hussain
Paying Guest,1957,157,"Comedy, Crime, Drama",7.1,225,Subodh Mukherji,Dev Anand,Nutan,Gajanan Jagirdar
Paying Guests,2009,109,"Comedy, Drama",4.2,510,Paritosh Painter,Shreyas Talpade,Javed Jaffrey,Aashish Chaudhary
Pazhani,2008,159,"Action, Drama",2.8,114,Perarasu,Bharath Srinivasan,Kajal Aggarwal,Kushboo
Peace,1987,128,"Comedy, Crime, Drama",5.8,1938,K. Sanfeer,Joju George,Siddique,Ramya Nambeeshan
Peda Rayudu,1995,165,"Action, Drama",7.2,543,Ravi Raja Pinisetty,Mohan Babu,Rajinikanth,Bhanupriya
Peddlers,2012,116,"Drama, Thriller",7,83,Vasan Bala,Gulshan Devaiah,Kriti Malhotra,Siddharth Menon
Pedro,1960,128,Action,5.8,1938,Aakkoo,Chitra,Azaad Irani,Sheila Kashmiri
Pedrya (Loser),2021,90,Drama,5.8,1938,Harshad Nalawade,Donna Munshi,Harshad Nalawade,Atul Deshmukh
Peechha Karro,1986,114,"Comedy, Thriller",6.4,150,Pankaj Parashar,Ravi Baswani,Birbal,Iftekhar
Peekaboo,2021,128,"Drama, Mystery, Thriller",5.8,1938,Shamal Chacko,Raavi Kishor,Poornima Sankar,Neena Thampy
Peele Parbat Kaale Chor,1968,128,Drama,5.8,1938,Unknown,unknown,unknown,unknown
Peepal Tree,1987,85,Drama,5.8,1938,Kranti Kanadé,Kranti Kanadé,Eesha Thaker,Vinay Sharma
Peepli [Live],2010,95,"Comedy, Drama",7.4,"11,954",Anusha Rizvi,Mahmood Farooqui,Omkar Das Manikpuri,Raghuvir Yadav
Peethi Pili Ne Rang Rato,1982,128,Romance,5.8,1938,Rita Bhaduri,Kiran Kumar,Ramesh Mehta,Mallika Sarabhai
Pehali Bhool,1992,128,Thriller,5.8,1938,Unknown,unknown,unknown,unknown
Pehchaan,1993,138,"Action, Drama, Thriller",4.4,152,Deepak S. Shivdasani,Sunil Shetty,Saif Ali Khan,Shilpa Shirodkar
Pehchaan: The Face of Truth,2005,173,Drama,5.7,60,Shrabani Deodhar,Vinod Khanna,Rati Agnihotri,Raveena Tandon
Pehchan,1946,128,Unknown,5.8,1938,P.C. Barua,unknown,unknown,unknown
Pehchan,1970,128,"Drama, Family, Musical",5,25,Sohanlal Kanwar,Manoj Kumar,Babita Kapoor,Balraj Sahni
Pehla Aadmi,1950,128,"Drama, History",7.1,7,Bimal Roy,Smriti Biswas,Sr. Balraj Vij,Nasir Hussain
Pehla Adhyay,1981,130,Drama,8,7,Vishnu Mathur,Madan Jain,Dinesh Shakul,unknown
Pehla Kadam,1988,128,Unknown,5.8,1938,Ketan Mehta,unknown,unknown,unknown
Pehla Kadam,1981,128,Romance,5.8,1938,Kidar Nath Sharma,Dinesh Hingoo,Sapna Sarang,Partap Sharma
Pehla Mard Pehli Aurat,1988,128,Documentary,5.8,1938,P. Chandrakumar,unknown,unknown,unknown
Pehla Nasha,1993,131,"Mystery, Romance, Thriller",4.9,325,Ashutosh Gowariker,Deepak Tijori,Pooja Bhatt,Raveena Tandon
Pehla Pehla Pyar,1994,128,"Comedy, Drama, Romance",5.1,109,Manmohan Singh,Rishi Kapoor,Tabu,Anupam Kher
Pehla Pehla Pyar,1958,128,Romance,5.8,1938,Nanubhai Vakil,Daljeet,Nadira,unknown
Pehla Pyar,2001,128,Romance,5.8,1938,Amerikan Achayan,Cochupreman,Hema,Rudrapratapan
Pehla Sitara,2012,128,Romance,7,17,Owais Husain,Sonal Chauhan,Anurag Sinha,unknown
Pehle Aap,1944,128,Drama,7,6,Abdul Rashid Kardar,Shamim,Wasti,Jeevan
Pehle Paisa Phir Bhagwan,1968,128,Drama,5.8,1938,Unknown,unknown,unknown,unknown
Pehli Jhalak,1955,156,"Action, Comedy, Crime",6.4,18,M.V. Raman,Vyjayanthimala,Kishore Kumar,Pran
Pehli Mulaqat,1957,123,Drama,5.8,1938,Manmohan Sabir,unknown,unknown,unknown
Pehli Nazar Ka Pyaar,2008,140,Romance,4.4,7,Arshad Khan,Arshad Khan,Vikas Anand,Sweety Chhabra
Pehli Nazar Mein,1996,128,Romance,5.8,1938,Deepak Gattani,unknown,unknown,unknown
Pehli Raat,1959,128,Drama,5.8,1938,P.L. Santoshi,Nanda,Sudesh Kumar,Nimmi
Pehli Raat,1989,128,Thriller,5.8,1938,Kommineni,unknown,unknown,unknown
Pehli Suhagraat,2001,128,Thriller,5.8,1938,Unknown,unknown,unknown,unknown
Pehlu,1987,128,Thriller,5.8,1938,S.S. Kanchi,Jackie Shroff,unknown,unknown
Pehredaar,1979,128,Action,5.8,1938,Batra Mohinder,Bob Christo,Danny Denzongpa,Satyendra Kapoor
Penalty,2019,128,Sport,5.5,783,Shubham Singh,Lukram Smil,Kay Kay Menon,Shashank Arora
Pending love,2018,128,Romance,5.8,1938,Shahid Kazmi,Tariq Imtyaz,Prem Kumar,Pari Choudhury
Pensioner,1954,128,Unknown,5.8,1938,Gulab,Ram Mohan,Ratnamala,Jagdish Sethi
Penthouse,2021,128,"Crime, Mystery, Thriller",5.8,1938,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Tisca Chopra,Bobby Deol
Pepper Chicken,2020,128,Thriller,6.8,281,Ratan Sil Sarma,Dipannita Sharma,Boloram Das,Monuj Borkotoky
Perfect Plan,2017,127,"Drama, Mystery, Thriller",6.2,6,Yusuf Qasmi,Yusuf Qasmi,Raza Murad,Zeeshan Khan
Periyanna,1999,148,"Action, Drama, Romance",4.8,230,S.A. Chandrashekhar,Vijayakanth,Meena,Suriya
Permission,1987,137,"Drama, Musical, Romance",8.3,"1,391",Gulzar,Rekha,Naseeruddin Shah,Anuradha Patel
Perumaikkuriyaval,1977,128,Unknown,5.8,1938,R.A. Shankar,Aachi Manorama,R. Muthuraman,Sivakumar
Perveen,1957,128,Fantasy,5.8,1938,Ajit,Chitra,Mehmood Vazir Khan,Mehmood
Perversion,2020,60,Drama,5.8,1938,Sandeep Patra,Adiya,Natasha,Sneha
Pestonjee,1988,125,"Comedy, Drama",7.1,206,Vijaya Mehta,Shabana Azmi,Cyprus Dastoor,Dady Dustoor
Pet Pyaar Aur Paap,1984,128,"Drama, Family",6.3,30,Durai,Raj Babbar,Smita Patil,Tanuja
Petrol,2005,128,Action,5.8,1938,Pradeep Maru,S. Gaur,Adi Irani,Kiran Kumar
Phaansi,1978,141,"Action, Drama",6.6,31,Harmesh Malhotra,Shashi Kapoor,Sulakshana Pandit,Ranjeet
Phaansi,1943,128,Crime,5.8,1938,Keshavrao,unknown,unknown,unknown
Phaansi Ka Phanda,1990,150,"Crime, Drama",5.8,1938,Rajdutt,Datta Bhatt,Bindu,Mohan Gokhale
Phaansi Ke Baad,1985,141,Drama,6,17,Harmesh Malhotra,Shatrughan Sinha,Hema Malini,Shakti Kapoor
Phagun,1958,128,"Comedy, Drama, Musical",6.6,35,Bibhuti Mitra,Madhubala,Bharat Bhushan,Jeevan
Phagun,1973,136,"Drama, Family, Romance",7.3,59,Rajinder Singh Bedi,Dharmendra,Waheeda Rehman,Jaya Bachchan
Phamous,2018,115,"Comedy, Crime, Drama",3.8,282,Karan Butani,Jimmy Sheirgill,Shriya Saran,Kay Kay Menon
Phandebaaz,1978,150,"Action, Comedy",6.7,35,Samir Ganguly,Dharmendra,Moushumi Chatterjee,Prem Chopra
Phantom,2015,136,"Action, Drama, Thriller",5.9,"8,714",Kabir Khan,Saif Ali Khan,Katrina Kaif,Sabyasachi Chakrabarty
Phantom of the Hills,1934,128,Unknown,5.8,1938,Ezra Mir,Jal Merchant,Panna Rani,S.B. Nayampalli
Phas Gaye Re Obama,2010,108,"Comedy, Crime, Drama",7.5,"5,284",Subhash Kapoor,Rajat Kapoor,Neha Dhupia,Sanjay Mishra
Phata Poster Nikhla Hero,2013,146,"Action, Comedy",4.8,"4,492",Rajkumar Santoshi,Shahid Kapoor,Ileana D'Cruz,Padmini Kolhapure
Phati Padi Hai Yaar,2019,128,Drama,5.8,"1,938",Prem Mohan Girdhani,Ibra Khan,Sunil Pal,Kuldeep Sareen
Phhir,2011,100,"Drama, Mystery, Romance",5,186,Girish Dhamija,Rajniesh Duggall,Roshni Chopra,Monica
Phillauri,2017,138,"Comedy, Drama, Fantasy",6.1,"3,596",Anshai Lal,Anushka Sharma,Diljit Dosanjh,Suraj Sharma
Phillum City,1987,155,Unknown,5.8,"1,938",Deven Khote,John Abraham,Shaikh Sami,unknown
Phir Aaya Satte Pe Satta,2017,134,Thriller,7.2,24,R. Mittal,Rajesh Mittal,Rana Jung Bahadur,Biswajit Chatterjee
Phir Aayee Barsat,1985,128,Romance,7.8,6,Jaiprakashk Vinayak,Asma,Harindranath Chattopadhyay,Saeed Jaffrey
Phir Aayegi Woh Raat,2001,128,Horror,5.8,1938,Tej Saran,Ali Khan,Mac Mohan,Raza Murad
Phir Aya Toofan,1973,128,Action,5.8,1938,Robin Bannerjee,Ajit,Rekha Chauhan,Madhu Malini
Phir Baaje Shehnai,1970,128,Romance,5.8,1938,Unknown,unknown,unknown,unknown
Phir Bahar Ayi,1968,128,Romance,5.8,1938,Unknown,unknown,unknown,unknown
Phir Bhi,1971,128,"Drama, Romance",5.8,1938,Shivendra Sinha,Partap Sharma,Urmila Bhatt,Meenal Mehta
Phir Bhi Apna Hai,1946,128,Fantasy,5.8,1938,Raja Nene,Nalini Jaywant,Jagdish Sethi,Kusum Deshpande
Phir Bhi Dil Hai Hindustani,2000,160,"Comedy, Drama, Musical",6.2,"7,103",Aziz Mirza,Shah Rukh Khan,Juhi Chawla,Johnny Lever
Phir bhi tumko chahungi,2017,128,"Musical, Romance",5.8,1938,Anugrah Agnihotri,Rahmat Ali,Sunny Pal,Rima Yadav
Phir Bolo Aaye Sant Kabir,1976,128,Documentary,5.8,1938,Khwaja Ahmad Abbas,unknown,unknown,unknown
Phir Hera Pheri,2006,153,"Comedy, Crime",7,"19,525",Neeraj Vora,Akshay Kumar,Sunil Shetty,Paresh Rawal
Phir Kab Milogi,1974,132,Romance,6.2,44,Hrishikesh Mukherjee,Mala Sinha,Biswajit Chatterjee,Deven Verma
Phir Kabhi,1999,145,"Drama, Family",5.8,1938,Balwant Dullat,Rahul Roy,Beena Banerjee,Saraf Deepak
Phir Kabhi,2008,128,"Drama, Romance",6.8,74,V.K. Prakash,Mithun Chakraborty,Dimple Kapadia,Kaivalya Chheda
Phir Milenge,1942,128,Unknown,5.8,1938,Sohrab Modi,Sardar Akhtar,Sadiq Ali,Meena Shorey
Phir Milenge,2004,142,Drama,6.1,"1,983",Revathi,Salman Khan,Abhishek Bachchan,Shilpa Shetty Kundra
Phir Se...,2018,118,Romance,5.4,206,Ajay Bhuyan,Kunal Kohli,Dalip Tahil,Jennifer Winget
Phir Subha Hogi,1958,168,"Drama, Romance",7.5,81,Ramesh Saigal,Raj Kapoor,Mala Sinha,Mubarak
Phir Tauba Tauba,2008,109,Romance,2.7,9,T.L.V. Prasad,Amin Gazi,Rahul Roy,Saadhika
Phir Teri Kahani Yaad Aayee,1993,105,"Romance, Drama",5.8,271,Mahesh Bhatt,Pooja Bhatt,Rahul Roy,Pooja Bedi
Phir Ussi Mod Par,2019,134,Drama,5.8,1938,Lekh Tandon,Deepika Amin,Siddhaarth Mahan,Parmeet Sethi
Phir Wohi Awaaz,1998,135,Mystery,5.8,1938,Suresh Babu Malghe,Kishore Anand Bhanushali,Sudha Chandran,Bharat Kapoor
Phir Wohi Darr,2005,128,Horror,5.8,1938,Kavya Madhavan,Prithviraj Sukumaran,unknown,unknown
Phir Wohi Dil Laya Hoon,1963,128,"Musical, Romance",6.9,71,Nasir Hussain,Joy Mukherjee,Asha Parekh,Rajendranath Malhotra
Phir Wohi Raat,1980,146,"Crime, Horror, Mystery",6.6,87,Danny Denzongpa,Rajesh Khanna,Kim,Aruna Irani
Phobia,2016,112,"Drama, Mystery, Thriller",6.9,"2,791",Pawan Kripalani,Radhika Apte,Amrita Bagchi,Nivedita Bhattacharya
Phone Bhoot,2021,128,"Comedy, Horror",5.8,1938,Gurmmeet Singh,Katrina Kaif,Jackie Shroff,Ishaan Khattar
Phool,1945,122,Drama,6.5,8,K. Asif,Prithviraj Kapoor,Suraiya,Durga Khote
Phool,1993,128,Romance,4.8,103,Singeetam Srinivasa Rao,Kumar Gaurav,Madhuri Dixit,Sunil Dutt
Phool Aur Aag,1999,128,"Drama, Action, Comedy",4.9,39,T.L.V. Prasad,Mithun Chakraborty,Jackie Shroff,Archana
Phool Aur Angaar,1993,146,"Action, Drama",5.4,131,Ashok Gaekwad,Arjun,Asrani,Mohnish Bahl
Phool Aur Faulad,1998,128,Romance,5.8,1938,Kalpataru,Asrani,Sonika Gill,Anupam Kher
Phool aur Insaan,1976,128,Romance,5.8,1938,Kartar Singh,Abhijeet,Abhi Bhattacharya,Jugal Kishore
Phool Aur Kaante,1991,173,"Action, Drama, Romance",5.8,"1,348",Kuku Kohli,Ajay Devgn,Madhoo,Arif Khan
Phool Aur Kaante,1948,128,Unknown,5.8,1938,Achyut Govind Ranade,Lalita Pawar,Salvi,Saroj Borkar
Phool Aur Kaliyan,1960,128,Drama,5.8,1938,Ram Narayan Gabale,Dattaram,Hemanta Mukherjee,Ramesh Talwar
Phool Aur Pathor,1980,128,Action,5.8,1938,Dulal Bhumik,unknown,unknown,unknown
Phool Aur Patthar,1966,163,"Action, Drama, Romance",6.3,218,O.P. Ralhan,Meena Kumari,Dharmendra,Shashikala
Phool Bane Angaare,1963,128,"Drama, Romance",6,15,Suraj Prakash,Mala Sinha,Raaj Kumar,Ashish Kumar
Phool Bane Angaray,1991,128,"Action, Drama",4.6,127,K.C. Bokadia,Rekha,Rajinikanth,Prem Chopra
Phool Bane Patthar,1998,128,"Action, Romance",5.8,1938,Ambrish Sangal,Mohnish Bahl,Indrani Banerjee,Rakesh Bedi
Phool Bani Phoolan,1999,128,Action,5.8,1938,Kishan Shah,Beena Banerjee,Birbal,Brij Gopal
Phool Khile Hain Gulshan Gulshan,1978,115,"Drama, Family",6.2,64,Sikandar Khanna,Rishi Kapoor,Moushumi Chatterjee,Ashok Kumar
Phoolan Bai,2001,133,Action,5.8,1938,Israr Ahmed,Arjun,Harshas Bhanushali,Bhavana Bhatt
Phoolan Hasina Ramkali,1993,117,Action,4.4,20,Kanti Shah,Kirti Singh,Sudha Chandran,Tahir Khan
Phoolon Ke Haar,1951,128,Unknown,5.8,1938,G.P. Pawar,Nigar Sultana,unknown,unknown
Phoolon Ki Sej,1964,148,"Drama, Romance",5.7,26,Inder Raj Anand,Vyjayanthimala,Ashok Kumar,Anjali Devi
Phoolwari,1946,128,Unknown,5.8,1938,Chaturbhuj Doshi,Khurshid Begum,Madhubala,Motilal
Phoonk,2008,110,"Drama, Horror, Mystery",3.9,"1,265",Ram Gopal Varma,Sudeep,Amruta Khanvilkar,Ahsaas Channa
Phoonk 2,2010,110,"Drama, Horror, Mystery",3.2,488,Milind Gadagkar,Sudeep,Amruta Khanvilkar,Ahsaas Channa
Phoring,2013,127,Drama,7.6,870,Indranil Roychowdhury,Sohini Sarkar,Akash Adhikari,Sourav Basak
Photograph,2019,110,"Drama, Romance",6.9,"4,505",Ritesh Batra,Nawazuddin Siddiqui,Sanya Malhotra,Sachin Khedekar
Phulbasan Bai,2014,52,Documentary,5.8,1938,Navnindra Behl,Phoolbasan Yadav,unknown,unknown
Phullu,2017,96,"Comedy, Drama",6,189,Abhishek Saxena,Sharib Hashmi,Jyoti Sethi,Nutan Surya
Phulmania,2019,120,Drama,5.4,16,Lal Vijay Shahdeo,Komal Singh,Ravi Bhatia,Pranab Chaudhary
Phulwari,1984,158,"Drama, Family",5.8,6,Mukul Dutt,Debashree Roy,Shashi Puri,Ashok Saraf
Pichchar,1987,128,Drama,5.8,1938,Rohit Pathak,Vineet Kumar Singh,Gulshan Devaiah,unknown
PICK POCKET,1989,128,Drama,5.8,1938,G.M. Kumar,unknown,unknown,unknown
Pick Pocket,1962,128,Action,5.8,1938,Rajesh Nanda,Paidi Jairaj,Nishi,Kumud Tripathi
Pick Pocket,1946,128,Crime,5.8,1938,Nari Ghadiali,Navin Yagnik,Raj Rani,Samson
Picnic,1966,138,Drama,6.2,11,Shaheed Latif,Manoj Kumar,Azra,Shubha Khote
Picnic,1964,128,"Drama, Family, Romance",5.8,1938,Guru Dutt,Sadhana,unknown,unknown
Picture Perfect,2014,128,Drama,5.8,1938,Unknown,unknown,unknown,unknown
Pied Piper,2013,113,"Comedy, Drama",6.3,23,Vivek Budakoti,Vikram Kochhar,Meher Vij,Rajpal Yadav
Pighalta Aasman,1985,155,"Comedy, Drama, Romance",6.1,31,Shammi,Esmayeel Shroff,Shashi Kapoor,Rakhee Gulzar
Pihu,2016,91,"Drama, Thriller",6.7,"2,205",Kapri Vinod,Rahul Bagga,Pihu Myra Vishwakarma,Prerna Vishwakarma
Piku,2015,123,"Comedy, Drama",7.6,"29,786",Shoojit Sircar,Deepika Padukone,Amitabh Bachchan,Irrfan Khan
Pilpili Saheb,1954,128,Comedy,5.8,1938,H.S. Kavatra,Pran,Shyama,Agha
Pingla Bharthri,1990,128,Drama,5.8,1938,Unknown,unknown,unknown,unknown
Pinjar,2003,188,Drama,8,"2,633",Chandra Prakash Dwivedi,Urmila Matondkar,Manoj Bajpayee,Sanjay Suri
Pinjra,1972,175,Drama,7.9,232,Shantaram Rajaram Vankudre,Krishnakant Dalvi,Vatsala Deshmukh,Babasaheb Gawde
Pinjre Ke Panchhi,1966,128,"Crime, Drama",5.8,13,Salil Choudhury,Balraj Sahni,Meena Kumari,Mehmood
Pink,2016,136,"Crime, Drama, Thriller",8.1,"40,953",Aniruddha Roy Chowdhury,Taapsee Pannu,Amitabh Bachchan,Kirti Kulhari
Pinky Beauty Parlour,2016,130,Drama,8.4,33,Akshay Singh,Sulagna Panigrahi,Vishwanath Chatterjee,Jogi Mallang
Pinti Ka Sabun,2017,85,Drama,8.7,6,Pramod Pathak,Diamond Akhtar,Sukriti Chamoli,Satish Dhaulakhandi
Pippa,2021,128,War,5.8,1938,Raja Menon,Mrunal Thakur,Ishaan Khattar,Priyanshu Painyuli
Pirates 1.0,2017,120,Thriller,5.9,16,Raj Madiraju,Abhishek Gupta,Abhishek Maharshi,Zara Shah
Pirate's Blood,2008,128,"Action, Horror, Thriller",4.3,40,Mark Ratering,Mymoona Al Baluchi,Salem Bahwan,Salim Bawa
Pita,1991,128,Drama,7,23,Govind Nihalani,Vimal Bhagat,Satyadev Dubey,Irfan
Pitaah,2002,126,"Action, Drama",6.3,693,Mahesh Manjrekar,Sanjay Dutt,Nandita Das,Sachin Khedekar
Pitambar,1992,128,Action,5.8,1938,Imran,Sunil Dhawan,Jagdeep,Ravi Kishan
"Pitra, Putra Aur Dharamyuddha",1994,120,"Documentary, Drama",8.6,124,Anand Patwardhan,unknown,unknown,unknown
Pitta Kathalu,2021,150,"Drama, Romance",5,627,Nag Ashwin,Tharun Bhascker Dhaassyam,B.V. Nandini Reddy,Sankalp Reddy
Piya Ghar Aja,1947,128,Unknown,5.8,1938,Prahlad Dutt,Meena Kumari,Karan Dewan,Agha
Piya Ka Ghar,1972,134,"Drama, Family, Musical",6.7,210,Basu Chatterjee,Anil Dhawan,Jaya Bachchan,Asrani
Piya Ka Ghar,1997,128,Drama,5.8,1938,Akash Mehra,Rakesh Bedi,Kishore Kapoor,Satish Kaul
Piya Ki Jogan,1936,128,Unknown,5.8,1938,Hiren Bose,Sardar Akhtar,Khurshid Begum,unknown
Piya Milan,1958,132,"Action, Adventure, Drama",4.5,8,T.R. Raghunath,Vyjayanthimala,Rajasulochana,M.N. Rajam
Piya Milan,1945,128,Unknown,5.8,1938,S.M. Yusuf,Nirmala Devi,W.M. Khan,Leela Mishra
Piya Milan,1985,132,Drama,8.3,7,K.P. Singh,Mohan Choti,C.S. Dubey,Satish Kaul
Piya Milan Ki Aas,1961,128,Romance,6.2,5,S.N. Tripathi,Manoj Kumar,Ameeta,Jeevan
Piya Pyare,1934,144,"Adventure, Fantasy",2.7,11,R.S. Choudhury,Ruby Mayer,Dinshaw Bilimoria,Jillo
Piyaa,1958,128,Romance,5.8,1938,Unknown,unknown,unknown,unknown
Pizza,2014,107,Horror,6.2,"1,147",Akshay Akkineni,Akshay Oberoi,Parvathy Omanakuttan,Arunoday Singh
PK,2014,153,"Comedy, Drama, Musical",8.1,"1,68,150",Rajkumar Hirani,Aamir Khan,Anushka Sharma,Sanjay Dutt
PK Lele a Salesman,2018,135,"Comedy, Romance",5.5,11,Manav Sohal,Manav Sohal,Brijendra Kala,Vaishnavi Dhanraj
Placebo,2014,96,"Documentary, Drama, Fantasy",7.7,314,Abhay Kumar,unknown,unknown,unknown
Plan,2004,149,"Action, Comedy, Crime",4.1,842,Hriday Shetty,Sanjay Dutt,Priyanka Chopra Jonas,Dino Morea
Platform,1993,150,"Action, Crime, Drama",3.7,194,Deepak Pawar,Ajay Devgn,Tisca Chopra,Priya
Play Girls,1995,92,Thriller,5.8,1938,Shakeela,Silk Smitha,unknown,unknown
Play This,2018,110,Drama,5.4,22,Sourabh Shrivastav,Harsh Dubey,Mandy Gill,Abhishek Mahendru
Play-Boy,1976,128,Unknown,5.8,1938,Mohan Choti,Faryal,Roopesh Kumar,unknown
Players,2012,163,"Action, Crime, Thriller",4.1,"4,181",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Vinod Khanna,Abhishek Bachchan
Playing with Fire Remake,1987,128,Comedy,5.8,1938,Unknown,unknown,unknown,unknown
Plot No. 5,1981,128,Mystery,5.7,27,Yogesh Saxena,Vikas Anand,Benjamin Gilani,Amjad Khan
PM Narendra Modi,2019,136,"Biography, Drama",3.1,"5,954",Omung Kumar,Vivek Oberoi,Manoj Joshi,Darshan Kumaar
Pocket Gangsters,2015,110,"Romance, Thriller",6.5,13,Hemant Nilim Das,Mukesh S. Bhatt,Shivangi Mehra,Madhur Mittal
Pocket Maar,1956,128,"Action, Crime, Drama",7.3,39,Harnam Singh Rawail,Dev Anand,Geeta Bali,Nadira
Pocket Maar,1974,128,"Action, Drama, Romance",6.6,48,Ramesh Lakhanpal,Dharmendra,Saira Banu,Prem Chopra
Police,1958,128,Action,6.2,8,Kalidas,Pradeep Kumar,Madhubala,Nadira
Police,1944,128,Action,5.8,1938,Prem Adib,Jeevan,Badri Prasad,Ratnamala
Police Aur Mujrim,1992,146,"Action, Musical, Romance",5.2,51,K.C. Bokadia,Raaj Kumar,Vinod Khanna,Meenakshi Sheshadri
Police Custody,1995,128,Action,5.8,1938,Madhavi,unknown,unknown,unknown
Police Detective,1960,128,"Crime, Mystery, Thriller",5.8,1938,Nanabhai Bhatt,Shyama,Sudesh Kumar,David Abraham
Police Duty,2005,128,Action,5.8,1938,Devaraj,unknown,unknown,unknown
Police Force: An Inside Story,2004,138,"Action, Crime, Drama",4.5,738,Dilip Shukla,Akshay Kumar,Raveena Tandon,Amrish Puri
Police Ke Ghere Mein,1996,128,Action,5.8,1938,Goga Kapoor,Rohan Kapoor,Shakti Kapoor,Vicky Khan
Police Ke Peechhe Police,1989,128,Crime,4.6,8,B.R. Ishara,Shafi Inamdar,Rajesh Khanna,Kulbhushan Kharbanda
Police Ki Jung,1995,128,Action,5.8,1938,Kiran Kumar,Mammootty,unknown,unknown
Police Lock Up,1992,128,Action,5.8,1938,Kavya,Arjun Sarja,unknown,unknown
Police Lock-up,1995,128,"Action, Crime, Drama",4.2,18,Kishan Shah,Sadashiv Amrapurkar,Firoz Irani,Bharat Kapoor
Police Officer,1992,158,Action,3.4,58,Ashok Gaekwad,Todd Howard,Jackie Shroff,Karisma Kapoor
Police Public,1990,127,"Crime, Thriller",6.6,141,Esmayeel Shroff,Vijay Aidasani,Jayshree Arora,Ila Arun
Police Qaidi,1995,128,Action,5.8,1938,Kodi Ramakrishna,unknown,unknown,unknown
Police Station,1997,128,Action,5.8,1938,Sadashiv Amrapurkar,Ashwini Bhave,Gajendra Chauhan,Dinesh Hingoo
Police Station,1991,141,Action,5.8,1938,Chiranjeevi,Vijayshanti,unknown,unknown
Police Station,1959,128,Action,5.8,1938,Kamran,Krishna Kumari,Habib,Sheikh
Police Wala,1993,155,Romance,4.1,13,Sikander Bharti,Chunky Panday,Kiran Kumar,Ishrat Ali
Policegiri,2013,141,"Action, Comedy, Crime",4.1,"1,374",K.S. Ravikumar,Sanjay Dutt,Prachi Desai,Prakash Raj
Policewala Gunda,1995,146,"Action, Drama",5,55,Pappu Verma,Dharmendra,Reena Roy,Mamta Kulkarni
Ponga Pandit,1975,128,"Drama, Family, Action",6.5,47,Prayag Raj,Randhir Kapoor,Neeta Mehta,Danny Denzongpa
Ponniyin Selvan,2022,128,"Drama, Family, Fantasy",5.8,1938,Mani Ratnam,Aishwarya Rai Bachchan,Amitabh Bachchan,Aditi Rao Hydari
Poochho Mere Dil Se,2004,132,"Action, Drama",4.6,10,Kumar Pradeep,Alka Anjali,Ashok Barot,Diya Chakraborty
Pooja,1940,191,Unknown,5.8,1938,Abdul Rashid Kardar,Sardar Akhtar,Sitara Devi,Zahur Raja
Pooja,1954,128,"Drama, Romance",5.8,1938,Bhagwan Das Varma,Purnima,Bharat Bhushan,Hiralal
Pooja,1988,128,Drama,5.8,1938,Unknown,unknown,unknown,unknown
Pooja Ke Phool,1964,161,"Musical, Drama, Family",7,42,A. Bhimsingh,Ashok Kumar,Mala Sinha,Dharmendra
Poonam,1981,138,Drama,5.2,18,Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor
Poonam,1952,128,Romance,5.8,1938,M. Sadiq,Kamini Kaushal,Ashok Kumar,Om Prakash
Poonam Ka Chand,1967,128,Romance,5.8,1938,Suresh Tripathi,Jayshree Gadkar,Krishna Kumari,Mahipal
Poonam Ki Raat,1965,136,"Romance, Thriller, Mystery",6.8,22,Kishore Sahu,Manoj Kumar,Nandini,Prem Chopra
Poonam Ki Raat,1999,128,Horror,5.8,1938,Raghuveer Singh,Sheetal Bedi,Pinky Chinoy,Dinesh Hingoo
Poonji,1943,128,Unknown,5.8,1938,Ravindra Dave,Vishnu Pancholi,Baby Akhtar,M. Ismail
Poorna,2017,100,"Action, Adventure, Biography",7.8,"1,343",Rahul Bose,Prashant Pandey,Aditi Inamdar,Rahul Bose
Poornima,1938,128,Unknown,5.8,1938,Balwant Bhatt,Sardar Akhtar,unknown,unknown
Popcity,1987,128,"Crime, Drama, Fantasy",5.8,1938,Rohit Mittal,Naina Sareen,Preeti Sharma,Arjun Radhakrishnan
